,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
27060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65316,0.4679,0.0,0.0,0.0,0.0,0.5
90186,0.0,0.0,0.0,0.0,0.0,0.90837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5518,1.0,1.0
7046,0.0,0.0,0.0,0.0,0.0,0.0,0.91201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47644,1.0,1.0
77208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38087,0.0,0.0,0.0,0.0,0.0,0.4
93743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67622,0.0,0.0,0.0,0.0,1.0,0.8
99139,0.0,0.0,0.0,0.0,0.0,0.0,0.76679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
62968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34478,0.0,0.0,0.0,1.0,0.2
98608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29406,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80803,0.0,0.0,0.0,0.0,0.0,0.0,0.7
83599,0.0,0.0,0.0,0.0,0.0,0.0,0.89925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56345,0.79326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
65843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46385,0.0,1.0,1.0
46625,0.0,0.0,0.0,0.77817,0.0,0.87211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
47111,0.78471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
35792,0.0,0.0,0.0,0.0,0.0,0.9126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,0.0,0.0,0.0,0.0,0.0,0.0,0.91912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
95950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55654,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80609,0.0,0.0,0.93095,0.0,1.0,1.0
50,0.0,0.0,0.75685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
103622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83886,1.0,0.8
2860,0.0,0.0,0.0,0.0,0.76056,0.0,0.83111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78933,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66423,0.0,0.0,0.0,0.0,0.86066,1.0,0.8
19264,0.8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
73288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34459,0.0,1.0,0.5
32579,0.0,0.0,0.0,0.0,0.0,0.0,0.32525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
4513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74825,0.34561,0.0,0.0,0.0,0.0,0.7
59611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85953,0.0,0.0,0.0,0.0,1.0
62193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85561,1.0,0.3
34385,0.75726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
81862,0.0,0.0,0.0,0.0,0.0,0.47319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63104,0.0,0.0,0.0,0.0,0.0,0.0,0.4979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
93632,0.0,0.0,0.0,0.0,0.0,0.0,0.83149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54374,0.0,0.0,0.0,0.0,0.0,0.80194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
12991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78763,0.0,1.0,1.0
20745,0.0,0.78564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106350,0.0,0.0,0.0,0.0,0.0,0.0,0.43363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93985,0.78726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82222,0.0,0.0,0.79395,1.0,0.6
87079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91153,1.0,0.6
69100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51101,0.0,0.0,0.0,0.0,0.0,0.0,0.7
92891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61683,0.0,0.0,0.0,1.0,0.0
59889,0.0,0.0,0.0,0.0,0.0,0.83855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
11230,0.0,0.0,0.0,0.0,0.0,0.90505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
109403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87897,0.86378,0.0,0.0,0.0,1.0
67465,0.84684,0.0,0.0,0.0,0.0,0.0,0.0,0.87586,0.0,0.0,0.0,0.0,0.0,0.0,0.5
78398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87887,0.37921,0.0,0.0,1.0,0.1
41542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53704,0.0,0.0,0.0,0.0,1.0,0.5
52646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88155,0.0,0.0,0.0,1.0,0.7
51159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30462,0.0,0.0,0.366,0.0,1.0,0.4
34209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74024,1.0,0.3
96838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69819,0.0,0.0,0.0,1.0,0.9
106983,0.0,0.0,0.0,0.0,0.0,0.82088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8317,0.0,1.0,0.4
50130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65289,0.72873,0.0,0.0,0.0,0.0,0.5
72881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87119,0.7248,0.45374,0.89269,0.0,0.4
11511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29667,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84277,0.0,0.0,0.0,0.0,0.0,0.0,0.86972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35575,0.0,0.0,0.0,0.0,0.0,0.0,0.36903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
81892,0.0,0.0,0.0,0.0,0.0,0.70917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88203,0.0,0.0,0.0,0.89811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71744,0.0,1.0,1.0
112072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86102,0.0,0.78023,0.0,0.8755,0.0,0.0
43874,0.0,0.0,0.0,0.0,0.0,0.86492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68346,0.0,0.0,0.0,0.0,0.0,0.0,0.73227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16325,0.0,0.0,0.0,0.0,0.0,0.80913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
35282,0.0,0.79876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
57617,0.0,0.0,0.0,0.83463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81722,1.0,1.0
77386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54796,0.0,0.88799,0.0,0.42137,0.0,0.3
46125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28144,1.0,0.9
44503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44902,0.0,1.0,1.0
7716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64485,0.0,1.0,0.9
14046,0.0,0.0,0.0,0.0,0.0,0.87377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115783,0.0,0.0,0.0,0.0,0.0,0.0,0.90224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18619,0.0,0.0,0.0,0.83292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91065,0.0,0.0,0.0,0.0,0.0,0.0,0.65205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94575,0.81669,0.0,0.0,0.0,0.0,0.0,0.0,0.70155,0.0,0.0,0.0,0.0,0.0,1.0,0.3
50398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80005,0.0,0.6833333333333333
56168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45977,0.51571,0.0,0.0,0.0,0.0,0.5
42157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81812,1.0,0.575
89038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60569,0.80574,0.0,0.0,0.0,0.0,0.6876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
35650,0.0,0.0,0.0,0.0,0.0,0.0,0.73428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
74065,0.0,0.0,0.0,0.0,0.0,0.0,0.80017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19306,0.0,0.75791,0.0,0.0,0.0,0.0,0.0,0.0,0.86546,0.0,0.0,0.0,0.0,1.0,0.8
25456,0.0,0.0,0.0,0.81243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
54076,0.0,0.0,0.0,0.0,0.0,0.66591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39099,0.0,0.0,0.0,0.0,0.0,0.0,0.92178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54739,0.0,0.0,0.0,0.0,0.0,0.0,0.3279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
46556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63283,1.0,1.0
109394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29282,0.0,0.0,0.0,1.0,0.9
27766,0.0,0.0,0.0,0.89266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,1.0,0.2
76320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76634,0.0,0.0,0.0,0.0,1.0
109775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55131,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64512,0.0,0.0,0.0,0.0,0.0,1.0,0.9
31395,0.0,0.0,0.0,0.0,0.0,0.86967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55057,1.0,1.0
69473,0.0,0.0,0.0,0.0,0.0,0.0,0.53537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51924,0.0,0.0,0.0,0.0,0.0,0.0,0.30232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
83371,0.0,0.0,0.0,0.0,0.0,0.0,0.93428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84601,0.0,1.0,0.5
38875,0.0,0.0,0.0,0.7729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43768,0.91642,0.0,0.0,0.0,1.0,0.7
28316,0.0,0.0,0.0,0.0,0.0,0.0,0.65527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88908,0.0,0.0,0.0,0.0,0.0,0.8924,0.0,0.0,0.3829,0.32739,0.0,0.0,0.0,0.0,0.3
25702,0.0,0.0,0.0,0.0,0.0,0.0,0.84246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
63321,0.0,0.0,0.0,0.0,0.0,0.32633,0.0,0.0,0.0,0.0,0.0,0.70063,0.0,0.0,0.0
50377,0.0,0.0,0.0,0.0,0.0,0.52795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
94730,0.82849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65668,0.87745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15
42223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57341,0.0,0.0,0.0,0.0,0.0,1.0,0.4
54903,0.0,0.0,0.0,0.75915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
24169,0.0,0.0,0.0,0.0,0.0,0.26093,0.0,0.0,0.0,0.86042,0.0,0.0,0.0,0.0,0.7
22328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73765,1.0,1.0
16131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91505,0.0,0.0,0.0,0.0,0.0,1.0,0.8
66599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33887,1.0,1.0
4861,0.0,0.0,0.0,0.81193,0.0,0.0,0.87444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
55825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61911,0.0,0.0,0.0,0.87091,1.0,1.0
3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66362,0.0,0.0,0.66362,0.0,1.0,0.6
27085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25022,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51371,0.0,0.0,0.0,0.75942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43141,0.0,0.0,0.0,0.78425,0.0,0.0,0.0,0.0,0.39034,0.0,0.0,0.0,0.0,0.0,0.0
2434,0.0,0.0,0.80317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
27120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314,0.0,0.0,0.0,0.0,0.0,0.0,0.9
87874,0.0,0.0,0.0,0.0,0.0,0.0,0.7566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29239,0.0,0.0,0.0,0.82454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46628,0.0,0.0,0.0,0.0,1.0,0.8
30378,0.0,0.0,0.0,0.0,0.0,0.91538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439,0.0,0.88024,0.0,0.0,0.0,0.1
100668,0.0,0.78325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34007,0.0,0.0,0.0,0.0,0.0,1.0,0.2
96782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64661,0.0,0.0,0.0,1.0,1.0
88452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61416,0.0,0.0,0.0,0.0,0.0,0.0,0.1
57330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52279,0.0,0.0,0.0,1.0,0.8
78415,0.0,0.0,0.75251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53057,0.0,0.0,0.86018,0.0,1.0,1.0
35078,0.0,0.0,0.75491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4884,0.0,0.77955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
17739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42282,0.0,0.0,0.0,0.0,0.0,0.7
32714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684,0.0,0.0,0.7684,0.0,1.0,0.8
71773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81094,0.0,0.0,1.0
66824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58116,0.0,0.0,0.0,1.0,0.1
94199,0.0,0.0,0.0,0.0,0.0,0.0,0.89686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94409,0.0,0.0,0.0,0.0,0.0,0.0,0.91786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8686,0.0,0.77433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
70477,0.75589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4833333333333333
1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38447,0.0,0.0,0.0,0.0,1.0,0.8
45085,0.0,0.0,0.0,0.0,0.0,0.77551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74190,0.0,0.0,0.78483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
112811,0.7624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71248,0.0,0.0,0.0,1.0,0.4
54053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33452,1.0,1.0
82540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82517,0.0,0.0,0.9
48858,0.84426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
24089,0.0,0.0,0.0,0.0,0.0,0.0,0.9238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
102927,0.0,0.0,0.0,0.0,0.0,0.31364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83686,0.0,0.0,0.0,0.0,0.0,0.0,0.90763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55868,0.0,0.0,0.0,0.0,0.0,0.0,0.9
98751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38772,1.0,0.8
55237,0.0,0.0,0.0,0.91408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
86907,0.0,0.0,0.0,0.0,0.0,0.87172,0.0,0.0,0.61958,0.0,0.0,0.0,0.0,1.0,0.5
95594,0.0,0.0,0.0,0.0,0.0,0.8106,0.0,0.0,0.87857,0.0,0.0,0.0,0.0,0.0,0.0
29230,0.76838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
22280,0.0,0.0,0.0,0.0,0.0,0.0,0.89594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
87339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85088,0.0,0.0,0.0,0.0,0.0,0.5
8326,0.0,0.0,0.0,0.0,0.0,0.38557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,0.0,0.0,0.0,0.0,0.0,0.0,0.92353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10679,0.0,0.78569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41259,0.0,0.0,0.0,0.0,0.0,0.0,0.2
41757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25618,0.0,0.0,0.0,0.0,0.0,1.0,0.9
56288,0.0,0.0,0.0,0.75273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
88197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44128,1.0,0.6
18369,0.0,0.0,0.0,0.0,0.0,0.62127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73281,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734,0.0,0.0,0.5364,0.0,0.0,0.8
18493,0.0,0.78907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
108643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71887,0.0,1.0,1.0
36962,0.0,0.0,0.0,0.0,0.0,0.86302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26134,0.0,0.0,0.0,0.77367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82415,1.0,1.0
42122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476,0.0,0.0,0.0,0.0,0.0,0.0,0.1
24227,0.8814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75623,0.0,0.0,0.0,0.0,0.0,0.0,0.53106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35499,0.0,1.0
61506,0.0,0.0,0.0,0.0,0.0,0.89877,0.0,0.0,0.86993,0.0,0.0,0.66308,0.0,0.0,0.2
16801,0.79584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
101875,0.0,0.83804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28606,0.0,0.0,0.0,0.0,0.0,0.0,0.5
41572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34441,1.0,0.7
56328,0.0,0.76444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
43824,0.0,0.0,0.0,0.0,0.0,0.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44938,0.0,0.0,0.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40789,0.0,0.0,0.67037,0.0,0.0,0.6
71182,0.0,0.0,0.0,0.0,0.0,0.0,0.89104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
