,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,chair,couch,potted plant,bed,dining table,y_test,y_pred
51404,0.0,0.0,0.0,0.83517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585892640636233
16712,0.0,0.0,0.0,0.0,0.0,0.0,0.83591,0.0,0.0,0.0,0.0,0.0,0.40492954930215713
77070,0.0,0.0,0.0,0.0,0.0,0.0,0.7153,0.0,0.0,0.0,0.0,1.0,0.531678096438397
91175,0.0,0.0,0.0,0.0,0.0,0.87211,0.0,0.0,0.0,0.0,0.0,0.0,0.1347433547117815
30688,0.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.52177,0.0,0.8683,0.0,1.0,0.8067207958025492
66861,0.0,0.0,0.0,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.13993692135345903
9384,0.81509,0.0,0.0,0.0,0.0,0.61142,0.0,0.0,0.0,0.0,0.0,1.0,0.12798239224049324
27025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69954,1.0,0.84886862354122
108402,0.0,0.0,0.0,0.0,0.0,0.0,0.90315,0.0,0.0,0.0,0.0,0.0,0.38529799098497886
83619,0.0,0.0,0.0,0.0,0.0,0.0,0.8258,0.0,0.0,0.91556,0.0,1.0,0.8863694315028193
36617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67818,0.0,1.0,0.7722498300364928
40168,0.0,0.0,0.0,0.0,0.0,0.0,0.72262,0.0,0.0,0.0,0.0,1.0,0.531678096438397
71348,0.0,0.0,0.0,0.76647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21047667339119971
25915,0.0,0.0,0.0,0.0,0.0,0.0,0.91262,0.0,0.89951,0.0,0.0,0.0,0.1318997023234761
58492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40284,0.0,0.8449420736810552
32514,0.0,0.0,0.0,0.0,0.0,0.0,0.43433,0.0,0.0,0.0,0.0,0.0,0.556346774606911
7134,0.0,0.0,0.0,0.86796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1291682843632545
26875,0.0,0.0,0.0,0.88764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0913045395149439
103029,0.0,0.0,0.0,0.0,0.7673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2612107264379989
28184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84924,0.0,0.0,0.0,0.0,0.6557300827050235
76237,0.0,0.0,0.0,0.82284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255120991780409
43234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81807,0.0,1.0,0.7801085082429741
80006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89648,0.0,0.0,0.0,0.14852419113008816
69740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83781,0.0,1.0,0.7798203947865525
73112,0.0,0.80486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5552998232783254
15654,0.0,0.0,0.0,0.0,0.0,0.0,0.81154,0.0,0.0,0.0,0.0,0.0,0.44079684191008184
85079,0.0,0.0,0.0,0.0,0.0,0.5435,0.0,0.0,0.0,0.0,0.0,1.0,0.139833409752975
54149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59125,0.0,0.8482139811103379
89227,0.0,0.0,0.0,0.0,0.0,0.46293,0.0,0.0,0.0,0.0,0.0,0.0,0.14408082691762145
110271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87479,0.0,0.8069369611367171
24602,0.0,0.76708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547692418343242
92026,0.81142,0.0,0.0,0.0,0.0,0.0,0.80337,0.0,0.0,0.0,0.0,0.0,0.260351902596636
107577,0.0,0.0,0.0,0.0,0.0,0.8604,0.0,0.0,0.0,0.0,0.0,1.0,0.13610339647627337
49233,0.81884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998397846232763
53534,0.0,0.0,0.0,0.0,0.0,0.0,0.67985,0.37527,0.0,0.0,0.0,1.0,0.5416736090163232
84719,0.0,0.0,0.0,0.0,0.0,0.30606,0.0,0.0,0.0,0.0,0.0,0.0,0.16016548409169723
71321,0.0,0.0,0.0,0.0,0.0,0.0,0.74292,0.0,0.0,0.0,0.0,0.0,0.5369388081435263
26632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264,1.0,0.8435814499238843
106479,0.0,0.0,0.0,0.0,0.0,0.0,0.76225,0.35286,0.0,0.0,0.0,0.0,0.5120807339323376
81198,0.0,0.0,0.0,0.86625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1291682843632545
111391,0.0,0.0,0.0,0.0,0.0,0.69207,0.0,0.0,0.0,0.0,0.0,0.0,0.1424057234887026
46884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37286,1.0,0.8433578796338173
3755,0.0,0.0,0.0,0.0,0.0,0.0,0.746,0.0,0.0,0.93668,0.0,1.0,0.8689150625878533
44277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7393,0.0,1.0,0.774549129070802
52452,0.0,0.0,0.75494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40769927799146766
94123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68354,0.0,1.0,0.7722498300364928
94323,0.0,0.0,0.0,0.0,0.0,0.29904,0.0,0.35811,0.72267,0.0,0.0,1.0,0.20306770962805634
99518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32993,1.0,0.8413644420799451
17831,0.0,0.0,0.0,0.0,0.0,0.48682,0.0,0.43872,0.0,0.0,0.50858,0.0,0.40119163028317145
24487,0.0,0.0,0.0,0.77078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209579803315157
34953,0.0,0.0,0.0,0.0,0.0,0.82258,0.38918,0.0,0.0,0.0,0.0,0.0,0.2119000686085645
42156,0.0,0.0,0.0,0.76428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21369935309079646
28014,0.0,0.79777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453369788051874
115335,0.0,0.0,0.0,0.0,0.0,0.70183,0.0,0.0,0.0,0.0,0.0,0.0,0.1424057234887026
74269,0.0,0.0,0.0,0.0,0.0,0.74444,0.0,0.0,0.0,0.0,0.0,0.0,0.14046241514675678
74710,0.84183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.509886220847907
43701,0.0,0.75393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5484427093177646
16805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46795,1.0,0.8495100815834461
87625,0.0,0.88461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42747996722987275
105832,0.0,0.0,0.0,0.0,0.0,0.61131,0.0,0.92933,0.0,0.0,0.0,0.0,0.15210303173844777
9148,0.0,0.0,0.0,0.0,0.0,0.70544,0.0,0.0,0.0,0.0,0.0,0.0,0.1424057234887026
48417,0.0,0.0,0.0,0.0,0.0,0.43711,0.0,0.0,0.0,0.0,0.0,0.0,0.1452891660304663
18351,0.0,0.7598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5484427093177646
95618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6203,1.0,0.850267308367618
5544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86954,1.0,0.8055568419358249
109784,0.0,0.0,0.84546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4283073293453201
93207,0.0,0.79036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5554597083474089
84610,0.0,0.0,0.0,0.0,0.0,0.0,0.89402,0.0,0.0,0.0,0.0,0.0,0.40120022884559114
14853,0.81298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5097574565012822
31105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31796,1.0,0.8508764470963182
62063,0.0,0.8282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525141897211691
82012,0.0,0.0,0.0,0.87301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11860961185276958
17696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41194,1.0,0.8449420736810552
98332,0.0,0.81075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5525141897211691
95940,0.0,0.0,0.0,0.75491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23429849602605926
83742,0.77925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5215491660934607
93099,0.77358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5215491660934607
114746,0.0,0.0,0.0,0.0,0.0,0.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.1424057234887026
101836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80007,0.0,0.8435260551664988
14168,0.0,0.0,0.0,0.0,0.0,0.52697,0.0,0.0,0.0,0.0,0.0,0.0,0.14302086292013386
12520,0.77707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5215491660934607
117392,0.0,0.0,0.0,0.79544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19017533256258584
21888,0.0,0.0,0.0,0.83732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15509361482501116
14217,0.0,0.0,0.0,0.77269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20946413345055875
91319,0.0,0.0,0.0,0.80338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18755547070393458
114548,0.83235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503793324261156
100952,0.0,0.0,0.0,0.0,0.0,0.0,0.5403,0.9169,0.0,0.0,0.0,1.0,0.6637822169245683
53398,0.0,0.0,0.0,0.0,0.0,0.0,0.87416,0.0,0.0,0.0,0.0,0.0,0.40896692891435804
46726,0.0,0.0,0.0,0.0,0.0,0.75245,0.0,0.0,0.0,0.0,0.0,0.0,0.13993692135345903
90882,0.0,0.78565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550841531864788
1008,0.0,0.0,0.0,0.0,0.0,0.84766,0.0,0.0,0.0,0.0,0.0,0.0,0.13710306673853948
39095,0.0,0.0,0.0,0.0,0.0,0.0,0.84495,0.0,0.0,0.0,0.0,0.0,0.4059447268508398
67395,0.81145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5097574565012822
40224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8847,0.35121,0.0,0.0,1.0,0.34643722423067863
55623,0.0,0.0,0.0,0.0,0.0,0.71409,0.0,0.0,0.8393,0.0,0.0,0.0,0.04611869793580443
69719,0.0,0.0,0.0,0.0,0.0,0.64818,0.0,0.0,0.0,0.0,0.0,0.0,0.1424057234887026
65261,0.0,0.0,0.0,0.0,0.0,0.0,0.39452,0.86278,0.56012,0.0,0.0,1.0,0.3343551705606883
35481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57011,0.0,0.0,0.0,0.0,0.5827378078905068
25597,0.0,0.82075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5525141897211691
18014,0.0,0.0,0.0,0.8563,0.0,0.0,0.70181,0.0,0.0,0.0,0.0,0.0,0.10512074539845072
43230,0.0,0.0,0.0,0.0,0.0,0.0,0.47683,0.0,0.0,0.0,0.0,1.0,0.5524079488472915
93437,0.0,0.0,0.0,0.0,0.0,0.83035,0.0,0.0,0.0,0.0,0.0,0.0,0.14280047177075642
74424,0.0,0.0,0.0,0.8737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11860961185276958
54177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84023,0.0,0.0,0.0,1.0,0.6498772222538512
19206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27832,0.0,0.0,0.0,1.0,0.5496654274262937
58850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77104,1.0,0.8460897943977037
28022,0.0,0.0,0.0,0.0,0.0,0.45469,0.0,0.0,0.0,0.0,0.0,0.0,0.1452891660304663
22142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66858,1.0,0.850267308367618
95000,0.8552,0.0,0.0,0.0,0.0,0.72585,0.0,0.0,0.0,0.80525,0.0,0.0,0.2628433221449321
66809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54885,1.0,0.8495100815834461
71686,0.0,0.0,0.0,0.0,0.0,0.0,0.84094,0.0,0.0,0.0,0.0,0.0,0.4059447268508398
91060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64003,1.0,0.850267308367618
108760,0.0,0.76475,0.0,0.0,0.0,0.0,0.46288,0.26227,0.0,0.0,0.0,0.0,0.5463078636340857
101888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86027,1.0,0.8262445562370712
73430,0.0,0.0,0.0,0.0,0.0,0.82335,0.0,0.0,0.0,0.0,0.0,0.0,0.14280047177075642
72256,0.0,0.77532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5440280340923193
10849,0.0,0.0,0.0,0.0,0.0,0.0,0.83538,0.0,0.89407,0.0,0.0,0.0,0.0902053880904955
55103,0.79463,0.0,0.0,0.0,0.0,0.88012,0.0,0.0,0.0,0.0,0.0,0.0,0.10488619826182072
86710,0.0,0.0,0.0,0.0,0.0,0.0,0.73364,0.0,0.0,0.0,0.0,1.0,0.5305180280409814
24813,0.0,0.0,0.0,0.0,0.76213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30331991512034345
84350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70993,1.0,0.84886862354122
4553,0.0,0.0,0.0,0.0,0.0,0.0,0.82372,0.0,0.0,0.0,0.0,0.0,0.42782957526074533
8726,0.0,0.0,0.0,0.0,0.0,0.0,0.78391,0.0,0.0,0.0,0.0,0.0,0.48838394692966036
74266,0.0,0.0,0.0,0.0,0.0,0.0,0.823,0.0,0.0,0.0,0.0,0.0,0.42782957526074533
111514,0.0,0.0,0.0,0.0,0.0,0.54671,0.0,0.0,0.0,0.0,0.0,0.0,0.14095902262501422
100313,0.0,0.0,0.0,0.0,0.82686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15223123193171878
