,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,skateboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
102927,0.0,0.0,0.0,0.0,0.0,0.31364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114764,0.0,0.0,0.0,0.0,0.0,0.45074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63777,0.0,0.0,0.0,0.0,0.0,0.84921,0.0,0.0,0.29613,0.33077,0.93628,0.0,0.0,0.0,0.0,0.0,0.0,0.1
89637,0.0,0.0,0.0,0.0,0.0,0.0,0.30716,0.7639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
42206,0.0,0.0,0.0,0.0,0.0,0.0,0.41942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
117334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61124,0.0,1.0,0.9
78207,0.0,0.0,0.0,0.0,0.0,0.0,0.28749,0.0,0.0,0.0,0.0,0.4445,0.0,0.0,0.0,0.0,0.0,0.5
98860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51678,0.0,0.0,0.0,1.0,1.0
5019,0.0,0.0,0.0,0.0,0.0,0.0,0.89101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05
55147,0.0,0.0,0.0,0.0,0.0,0.0,0.25528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
110015,0.0,0.0,0.0,0.0,0.83016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68124,0.0,0.0,0.0,0.0,0.0,0.0,0.57787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67069,0.0,1.0,0.2
67845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2938,0.0,0.55833,0.0,0.0,0.0,0.0,0.0,0.0,0.3
43899,0.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
117575,0.0,0.0,0.0,0.0,0.75799,0.0,0.0,0.0,0.44547,0.0,0.6149,0.0,0.0,0.0,0.0,0.0,0.0,0.4
72143,0.0,0.0,0.0,0.0,0.0,0.0,0.78299,0.0,0.9074,0.87086,0.73571,0.33622,0.9074,0.0,0.0,0.0,0.0,0.2
3586,0.0,0.0,0.0,0.0,0.0,0.0,0.74476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
90452,0.0,0.0,0.0,0.0,0.0,0.0,0.32835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
32371,0.0,0.0,0.0,0.0,0.0,0.0,0.46633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87397,0.0,1.0,0.2
85298,0.0,0.0,0.76875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
111744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91905,0.0,0.0,0.0,0.0,0.0,1.0
112394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87131,0.0,0.0,0.59777,0.0,0.0,0.0,1.0,0.2
60607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59165,0.0,0.0,0.0,0.0,1.0
39584,0.0,0.0,0.0,0.0,0.0,0.0,0.60504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
6558,0.0,0.86083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
81738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
8130,0.0,0.0,0.0,0.7946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113661,0.0,0.75564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28102,0.0,0.0,0.0,1.0,1.0
46030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64781,0.0,0.0,0.0,1.0,1.0
13552,0.0,0.0,0.0,0.0,0.0,0.89637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49389,0.0,0.0,0.0,1.0,1.0
11071,0.0,0.79151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
95480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81152,0.0,0.93761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47725,0.0,0.0,0.0,1.0,0.9
53455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57985,0.0,0.0,0.6
104809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81064,0.0,0.0,0.0
101921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47924,0.6932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
83912,0.0,0.0,0.0,0.0,0.0,0.0,0.56558,0.0,0.0,0.73601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
73352,0.0,0.0,0.0,0.0,0.0,0.0,0.34577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
69861,0.0,0.0,0.0,0.78871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75902,0.0,0.0,0.0,0.0,0.0,0.0,0.86234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,0.0,0.0,0.0,0.0,0.0,0.27286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
30928,0.0,0.0,0.0,0.84464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10797,0.0,0.0,0.0,0.0,0.0,0.0,0.70728,0.4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
58149,0.0,0.0,0.0,0.82515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3416666666666667
94439,0.0,0.0,0.0,0.0,0.0,0.84397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45687,0.87419,0.0,0.42526,0.0,0.0,0.0,1.0,0.1
82815,0.0,0.86835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833333333333333
56994,0.0,0.0,0.0,0.0,0.0,0.0,0.57705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
75465,0.0,0.0,0.0,0.0,0.0,0.40787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72041,0.0,0.0,0.0,1.0,1.0
1727,0.0,0.0,0.0,0.0,0.0,0.0,0.33014,0.33014,0.0,0.0,0.42288,0.0,0.0,0.0,0.0,0.0,0.0,0.1
57006,0.0,0.0,0.0,0.0,0.0,0.65916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
6153,0.0,0.0,0.0,0.0,0.0,0.0,0.37703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
61781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
75640,0.0,0.0,0.0,0.0,0.76449,0.0,0.30971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
93342,0.0,0.0,0.0,0.0,0.0,0.33525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62161,0.0,0.0,0.0,0.0,1.0
107504,0.0,0.0,0.0,0.0,0.0,0.71335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33324,0.0,0.0,0.0,0.0,0.0,0.0,0.37138,0.56506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
15238,0.0,0.0,0.0,0.0,0.0,0.0,0.32685,0.0,0.88828,0.8081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
90562,0.0,0.0,0.0,0.0,0.0,0.58005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110648,0.0,0.0,0.0,0.0,0.0,0.0,0.64209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76748,0.0,0.0,0.0,0.85038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60137,0.0,0.0,0.0,0.0,0.0,0.0,0.35091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
43747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71435,0.0,0.0,0.0,0.85061,0.0,0.0,0.0,1.0,0.5
6480,0.0,0.0,0.0,0.0,0.0,0.0,0.55389,0.30893,0.0,0.0,0.0,0.0,0.51875,0.0,0.0,0.0,1.0,1.0
58134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841,0.0,0.0,0.0,0.0,0.0,0.0,0.4
34350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27883,0.83528,0.87447,0.80184,0.0,0.0,0.0,0.0,0.0,0.4
59228,0.0,0.0,0.0,0.0,0.0,0.0,0.38439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
48418,0.0,0.0,0.0,0.8596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44787,0.0,0.0,0.0,0.0,0.0,0.25002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26059,0.0,0.0,0.0,0.0,0.0,0.0,0.33488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48443,0.0,0.0,0.0,0.0,0.0,0.55765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
101690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26889,0.0,0.0,0.34802,0.0,0.0,0.0,0.0,1.0,0.4
92668,0.0,0.85398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14254,0.0,0.0,0.0,0.0,0.0,0.49151,0.25169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
9538,0.0,0.0,0.0,0.0,0.0,0.0,0.45592,0.5341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
40848,0.0,0.78356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999
15259,0.0,0.78201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
32845,0.0,0.76678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
100287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39844,0.0,0.0,0.0,0.3
69827,0.0,0.0,0.0,0.0,0.0,0.0,0.29612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
18361,0.0,0.0,0.0,0.0,0.0,0.0,0.47057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22999,0.0,0.0,0.0,0.0,0.0,0.0,0.53523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
116139,0.0,0.0,0.0,0.0,0.0,0.81411,0.36254,0.0,0.55546,0.64446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
25403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27988,0.0,0.0,0.0,1.0,1.0
64841,0.0,0.0,0.0,0.0,0.0,0.0,0.27471,0.0,0.71831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34377,0.0,0.0,0.42156,0.51592,0.0,0.0,0.0,0.0,0.3
65185,0.0,0.0,0.0,0.78865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88296,0.0,0.0,0.0,0.88731,0.0,0.0,0.0,0.0,0.40906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104964,0.0,0.0,0.0,0.0,0.0,0.0,0.41388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
89689,0.0,0.0,0.0,0.0,0.0,0.0,0.89541,0.0,0.0,0.0,0.93498,0.0,0.0,0.0,0.0,0.0,0.0,0.1
111854,0.0,0.0,0.0,0.0,0.7956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91646,0.0,0.0,0.0
83810,0.0,0.0,0.0,0.0,0.0,0.6911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30531,0.83406,0.0,0.0,0.3287,0.0,0.0,0.0,0.0,0.6
75779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93808,0.0,0.0,0.0,0.0,1.0,0.9
5557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52506,0.0,0.0,0.0,1.0,1.0
98304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60292,0.0,0.0,0.0,0.0,1.0,1.0
62573,0.0,0.0,0.0,0.0,0.0,0.62252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3833333333333333
46884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37286,0.0,0.0,0.0,1.0,1.0
73473,0.0,0.0,0.0,0.0,0.0,0.0,0.31072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4127,0.75441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
14316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94086,0.0,0.0,0.0,0.0,0.0,1.0
14026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54597,0.79249,0.0,0.54597,0.0,0.0,0.0,1.0,0.7
25691,0.0,0.0,0.0,0.0,0.0,0.0,0.25235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
10813,0.0,0.0,0.0,0.0,0.0,0.89628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,0.0,0.75153,0.0,0.0,0.0,0.0,0.0,0.0,0.28896,0.32289,0.36251,0.0,0.0,0.0,0.0,0.0,0.0,0.1
106493,0.87332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51209,0.0,0.0,0.0,0.81739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
5709,0.0,0.0,0.0,0.81574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
32332,0.0,0.0,0.0,0.0,0.0,0.0,0.82534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
89589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
7981,0.0,0.0,0.0,0.0,0.0,0.86682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41536,0.0,0.0,0.0,0.0,0.0,0.0,0.2964,0.0,0.83998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
102413,0.78979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
101767,0.0,0.0,0.0,0.0,0.0,0.0,0.40799,0.0,0.0,0.0,0.91962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56121,0.0,0.0,0.0,0.0,0.0,0.6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89632,0.0,0.0,0.0,0.0,0.0,0.86367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106344,0.0,0.0,0.0,0.0,0.0,0.7336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51790,0.0,0.0,0.0,0.0,0.0,0.45645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503,0.85143,0.90583,0.0,0.0,0.0,0.0,0.0,0.0,0.3
98608,0.0,0.0,0.0,0.0,0.0,0.0,0.78379,0.29406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11984,0.0,0.0,0.0,0.0,0.0,0.0,0.27873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
10312,0.0,0.0,0.0,0.0,0.0,0.0,0.58536,0.43192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
7874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71392,0.0,0.0,0.0,1.0,1.0
114569,0.0,0.0,0.0,0.0,0.0,0.879,0.0,0.0,0.41815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83496,0.0,0.0,0.92914,0.0,0.0,0.0,0.0,1.0,1.0
89026,0.0,0.0,0.0,0.0,0.0,0.0,0.70874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
19648,0.0,0.0,0.0,0.81816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
100742,0.0,0.0,0.0,0.0,0.0,0.0,0.56122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
56828,0.0,0.0,0.0,0.0,0.0,0.0,0.89971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
35839,0.0,0.0,0.0,0.0,0.0,0.28005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67917,0.0,0.0,0.0
45926,0.0,0.85454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73250,0.0,0.0,0.0,0.0,0.0,0.0,0.44163,0.52351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32534,0.75608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85
83746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59355,0.0,0.0,0.0,1.0,0.8
58758,0.0,0.0,0.0,0.81278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11132,0.0,0.0,0.0,0.0,0.0,0.0,0.80764,0.8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
89390,0.0,0.0,0.0,0.0,0.0,0.0,0.61911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
109692,0.0,0.0,0.0,0.84501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75840,0.0,0.0,0.0,0.0,0.0,0.0,0.52883,0.0,0.34078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
64681,0.0,0.0,0.0,0.0,0.0,0.0,0.70645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
41257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
110352,0.0,0.0,0.0,0.0,0.0,0.0,0.82393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102849,0.78722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37057,0.0,0.0,0.0,0.80736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
