,Bedroom,Dinning,Livingroom,Bathroom,bench,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
47941,0.0,0.0,0.0,0.76139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
32616,0.0,0.0,0.0,0.0,0.0,0.84888,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68646,0.0,0.0,0.0,0.0,0.0,0.0,0.44511,0.88824,0.83478,0.0,0.52422,0.0,0.2
83975,0.0,0.0,0.0,0.0,0.0,0.81984,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32460,0.0,0.0,0.0,0.0,0.0,0.78343,0.0,0.0,0.0,0.0,0.0,1.0,0.8
114746,0.0,0.0,0.0,0.0,0.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
89035,0.0,0.0,0.0,0.0,0.0,0.86496,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7196,0.0,0.0,0.0,0.0,0.0,0.0,0.36846,0.0,0.91319,0.0,0.4428,0.0,0.0
40370,0.76438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
23981,0.0,0.0,0.0,0.0,0.0,0.0,0.74538,0.0,0.80543,0.0,0.0,1.0,0.4
79682,0.82169,0.0,0.0,0.0,0.0,0.59816,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18851,0.75015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66018,0.0,1.0,0.9
115405,0.0,0.0,0.0,0.0,0.0,0.0,0.54886,0.0,0.0,0.0,0.0,0.0,0.8
39424,0.0,0.0,0.0,0.0,0.0,0.0,0.7339,0.0,0.0,0.0,0.0,0.0,0.8
25217,0.0,0.0,0.0,0.0,0.91471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28382,0.0,0.62197,0.0,0.0,1.0
6345,0.0,0.75138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375
82170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50525,1.0,0.1
37285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77855,0.0,0.0,0.0,1.0,0.5
79680,0.0,0.0,0.0,0.0,0.0,0.0,0.84958,0.0,0.0,0.72321,0.0,0.0,1.0
80311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70903,1.0,1.0
96940,0.0,0.0,0.0,0.0,0.73889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90976,0.0,0.0,0.0,0.75281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47028,0.0,0.0,0.0,0.0,0.0,0.0,0.7012,0.0,0.0,0.0,0.0,1.0,0.1
103438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77195,1.0,1.0
28921,0.0,0.0,0.0,0.0,0.52687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91407,0.0,0.0,0.69557,0.0,0.6
74734,0.0,0.83471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
96788,0.0,0.0,0.0,0.0,0.0,0.0,0.67798,0.57554,0.0,0.0,0.0,1.0,0.7
40920,0.0,0.0,0.0,0.0,0.0,0.86442,0.0,0.0,0.0,0.0,0.0,1.0,1.0
103562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65635,1.0,0.9
16325,0.0,0.0,0.0,0.0,0.80913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109352,0.0,0.0,0.0,0.0,0.29998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69812,0.0,0.0,0.0,0.76382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56343,0.0,0.0,0.0,0.0,0.0,0.0,0.3678,0.0,0.93441,0.0,0.0,1.0,0.0
80261,0.0,0.0,0.0,0.0,0.0,0.85248,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106234,0.0,0.0,0.0,0.0,0.44955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66163,0.0,0.0,0.0,0.0,0.0,0.0,0.34364,0.45178,0.0,0.0,0.0,1.0,0.5
69579,0.0,0.0,0.0,0.0,0.0,0.0,0.84146,0.6734,0.62013,0.0,0.37285,0.0,0.2
30976,0.0,0.0,0.0,0.0,0.0,0.0,0.42949,0.0,0.0,0.0,0.0,1.0,0.6
108664,0.78736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
98508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42806,1.0,0.6
95964,0.0,0.0,0.0,0.0,0.0,0.94405,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90427,0.0,0.78221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15844,0.0,0.0,0.0,0.0,0.0,0.0,0.41413,0.87376,0.0,0.0,0.0,1.0,0.4
90443,0.0,0.0,0.0,0.88958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73116,0.0,0.0,0.0,0.0,0.0,0.90995,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44023,0.0,0.0,0.0,0.0,0.0,0.26169,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36262,0.0,0.0,0.0,0.0,0.66905,0.0,0.0,0.25367,0.0,0.0,0.0,1.0,0.0
45549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8544,0.0,1.0
87531,0.0,0.0,0.0,0.0,0.0,0.92287,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99695,0.0,0.0,0.0,0.0,0.0,0.0,0.83331,0.0,0.91124,0.0,0.0,0.0,0.0
22347,0.0,0.78133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
10666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38061,0.56455,0.0,0.0,1.0,0.3
29310,0.0,0.0,0.0,0.0,0.0,0.45019,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46969,0.0,0.0,0.0,0.0,0.0,0.93147,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13968,0.0,0.0,0.0,0.0,0.0,0.0,0.83018,0.0,0.0,0.0,0.0,0.0,0.2
77869,0.0,0.0,0.0,0.0,0.0,0.91473,0.0,0.0,0.0,0.0,0.0,1.0,1.0
64441,0.0,0.0,0.0,0.0,0.0,0.0,0.87639,0.0,0.0,0.43655,0.0,1.0,0.5
34279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48237,0.0,1.0,1.0
74539,0.0,0.0,0.0,0.83381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
98068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257,1.0,1.0
78550,0.0,0.0,0.0,0.0,0.44437,0.0,0.4747,0.0,0.0,0.0,0.0,0.0,0.7
60135,0.0,0.0,0.0,0.0,0.0,0.0,0.5056,0.0,0.0,0.0,0.0,1.0,0.4
106825,0.0,0.0,0.0,0.0,0.0,0.0,0.65008,0.26558,0.70951,0.0,0.4511,0.0,0.0
72661,0.78507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83623,0.0,0.0,0.0,0.0,0.1
94123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68354,0.0,1.0,1.0
114102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88954,0.93886,0.0,0.5
111251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79117,0.0,0.0,0.0,1.0,0.3
15798,0.0,0.77558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667
60203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46379,1.0,1.0
69591,0.0,0.0,0.0,0.0,0.0,0.0,0.85342,0.0,0.0,0.0,0.0,1.0,0.2
12741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36536,1.0,1.0
49160,0.0,0.0,0.0,0.0,0.0,0.0,0.27258,0.8331,0.0,0.0,0.0,0.0,1.0
74604,0.0,0.0,0.0,0.0,0.63012,0.83489,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43015,0.0,1.0,0.9
111138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48183,1.0,0.8
41362,0.0,0.0,0.0,0.0,0.0,0.0,0.27387,0.61725,0.0,0.6607,0.84094,0.0,0.3
72486,0.0,0.0,0.0,0.0,0.0,0.86624,0.0,0.0,0.0,0.0,0.0,1.0,1.0
102598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93274,0.85087,0.0,0.0,0.0,0.6
109118,0.0,0.0,0.0,0.0,0.0,0.0,0.61493,0.0,0.52436,0.0,0.0,0.0,0.5
632,0.0,0.0,0.0,0.0,0.0,0.0,0.84681,0.542,0.78642,0.0,0.54764,0.0,0.3
34418,0.0,0.0,0.0,0.0,0.28101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58782,0.0,0.80556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
13994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85724,1.0,0.9
79668,0.0,0.0,0.0,0.0,0.8238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,0.0,0.0,0.0,0.0,0.0,0.92027,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16626,0.0,0.0,0.0,0.0,0.0,0.84425,0.0,0.0,0.0,0.0,0.0,1.0,1.0
62570,0.0,0.0,0.0,0.0,0.0,0.0,0.37196,0.0,0.0,0.0,0.0,0.0,0.1
101767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91962,0.0,0.0,0.0,0.0
33057,0.0,0.0,0.0,0.75114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82416,1.0,0.9
65865,0.77451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39961,0.0,0.0,0.0,0.3
35170,0.0,0.0,0.0,0.0,0.79215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13415,0.0,0.0,0.0,0.80035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
808,0.0,0.76928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32486,0.0,0.0,0.0,0.0,0.91319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43874,0.0,0.0,0.0,0.0,0.86492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
31892,0.0,0.78554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
87526,0.0,0.0,0.0,0.0,0.62732,0.0,0.0,0.7054,0.0,0.0,0.0,0.0,0.8
77779,0.0,0.0,0.79982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5593,0.0,0.3
14191,0.0,0.0,0.0,0.78864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107704,0.78012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
18249,0.0,0.0,0.0,0.0,0.0,0.0,0.90844,0.0,0.0,0.0,0.0,0.0,0.0
11231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59776,0.0,1.0
267,0.0,0.0,0.0,0.0,0.91611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
26875,0.0,0.0,0.0,0.88764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85964,0.0,1.0
73574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91472,0.74733,0.0,0.0,0.0,0.0
109994,0.0,0.0,0.0,0.0,0.0,0.0,0.33872,0.0,0.0,0.0,0.0,1.0,1.0
12568,0.85454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
39375,0.0,0.0,0.0,0.0,0.54182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487,0.0,1.0,1.0
44161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85362,0.0,1.0,1.0
116892,0.0,0.0,0.0,0.0,0.0,0.47663,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42524,0.0,0.0,0.0,0.0,0.0,0.0,0.88408,0.0,0.0,0.0,0.0,0.0,0.1
26764,0.0,0.0,0.0,0.0,0.0,0.0,0.67519,0.0,0.0,0.0,0.0,1.0,0.6
45127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60904,0.80199,0.0,0.0,0.0,0.7
41688,0.0,0.77327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
52888,0.0,0.0,0.0,0.0,0.0,0.87764,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7012,0.0,0.0,0.0,0.0,0.0,0.75096,0.0,0.0,0.0,0.0,0.0,1.0,1.0
112958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90667,0.0,1.0,1.0
100225,0.0,0.0,0.0,0.0,0.0,0.77956,0.0,0.0,0.0,0.0,0.0,1.0,1.0
39385,0.0,0.0,0.0,0.0,0.0,0.0,0.70344,0.0,0.0,0.0,0.0,0.0,1.0
74162,0.0,0.0,0.0,0.0,0.64739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20291,0.82174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62783,0.0,0.0,0.7
59551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40343,1.0,0.8
45287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26031,0.0,0.0,0.0,0.7
8014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91921,0.0,1.0,0.8
47541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87888,0.0,1.0,1.0
78771,0.0,0.0,0.0,0.0,0.0,0.0,0.84085,0.60688,0.0,0.0,0.0,0.0,0.2
38839,0.0,0.0,0.82861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46456,1.0,0.8
84790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75764,1.0,0.3
41662,0.0,0.0,0.0,0.75092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,1.0
67212,0.75871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
37352,0.0,0.0,0.0,0.82809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
92985,0.0,0.78933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88768,0.0,0.0,0.0,1.0,1.0
85249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70698,1.0,0.6
117464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34006,1.0,1.0
44923,0.76313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
78569,0.0,0.0,0.0,0.86725,0.87657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,0.0,0.0,0.0,0.0,0.0,0.0,0.39392,0.0,0.0,0.0,0.0,1.0,0.8
1432,0.0,0.0,0.0,0.0,0.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87041,0.0,0.0,0.0,0.1
40178,0.0,0.79066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92076,0.0,0.0,0.0,0.0,0.0,0.84826,0.0,0.0,0.0,0.0,0.0,1.0,1.0
113282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80639,1.0,0.9
99077,0.0,0.0,0.0,0.0,0.0,0.0,0.67973,0.0,0.0,0.0,0.0,1.0,0.3
92231,0.0,0.0,0.0,0.0,0.82511,0.0,0.0,0.0,0.0,0.35681,0.0,0.0,0.3
80302,0.0,0.0,0.0,0.86146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33900,0.0,0.0,0.0,0.0,0.0,0.0,0.53164,0.68179,0.83031,0.0,0.0,0.0,0.4
114556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30608,0.0,0.0,0.0,1.0,0.1
56458,0.0,0.0,0.0,0.0,0.0,0.0,0.43308,0.41798,0.43402,0.0,0.0,1.0,0.5
24071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90827,0.0,1.0,1.0
109249,0.0,0.0,0.0,0.0,0.35938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101288,0.0,0.0,0.85279,0.0,0.0,0.0,0.0,0.53911,0.0,0.0,0.0,1.0,0.9
108232,0.0,0.0,0.0,0.0,0.89418,0.0,0.0,0.85716,0.0,0.0,0.0,1.0,0.2
59932,0.78646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
59387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72065,1.0,1.0
78356,0.0,0.0,0.0,0.0,0.69432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
89357,0.0,0.0,0.0,0.0,0.0,0.0,0.89341,0.0,0.81445,0.0,0.0,0.0,0.2
27676,0.0,0.0,0.0,0.0,0.0,0.0,0.9181,0.0,0.0,0.0,0.0,0.0,0.0
76206,0.0,0.0,0.0,0.0,0.0,0.0,0.30032,0.52665,0.0,0.0,0.0,1.0,0.7
100928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87655,1.0,1.0
19372,0.76975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92326,0.0,0.0,0.0,0.0,0.0,0.0,0.81895,0.67546,0.0,0.0,0.0,1.0,0.3
12689,0.0,0.0,0.0,0.0,0.0,0.0,0.87352,0.0,0.87352,0.0,0.0,0.0,0.0
80741,0.77996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25
27199,0.0,0.78092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
51831,0.0,0.0,0.0,0.0,0.0,0.9095,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68516,0.0,0.0,0.0,0.0,0.0,0.0,0.56835,0.0,0.70176,0.0,0.0,0.0,0.4
96311,0.0,0.0,0.0,0.0,0.46915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7019,0.0,0.0,0.0,0.0,0.0,0.87326,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87696,0.0,0.0,0.0,1.0,1.0
72068,0.0,0.0,0.0,0.0,0.32375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
60934,0.0,0.0,0.0,0.0,0.0,0.0,0.7527,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
20293,0.0,0.0,0.0,0.0,0.92883,0.0,0.54481,0.0,0.0,0.0,0.0,0.0,0.0
43670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91377,0.0,0.7
15625,0.0,0.0,0.0,0.0,0.63152,0.0,0.75608,0.0,0.0,0.0,0.0,1.0,0.0
58410,0.0,0.0,0.0,0.0,0.0,0.79588,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38303,0.0,0.0,0.0,0.0,0.0,0.0,0.59158,0.0,0.0,0.0,0.0,0.0,0.4
77966,0.0,0.0,0.0,0.0,0.0,0.0,0.90194,0.87313,0.87899,0.0,0.0,0.0,0.3
39687,0.0,0.0,0.0,0.0,0.0,0.60764,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46609,0.0,0.0,0.0,0.0,0.79127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
75194,0.0,0.0,0.0,0.0,0.0,0.85958,0.0,0.0,0.0,0.0,0.0,1.0,1.0
116983,0.0,0.0,0.0,0.77138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90964,0.0,0.0,0.0,1.0,0.4
32382,0.0,0.0,0.0,0.0,0.0,0.0,0.26427,0.0,0.0,0.0,0.0,1.0,0.8
3076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44154,1.0,0.8
89517,0.0,0.0,0.0,0.0,0.0,0.78623,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9598,0.0,0.0,0.0,0.0,0.86611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55266,0.0,0.0,0.0,0.0,0.0,0.0,0.69319,0.87454,0.53001,0.0,0.36652,1.0,0.4
62492,0.0,0.76018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
96526,0.0,0.0,0.0,0.0,0.5613,0.0,0.0,0.5613,0.0,0.0,0.0,0.0,0.0
65909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55559,1.0,1.0
36618,0.0,0.0,0.0,0.0,0.0,0.0,0.5464,0.0,0.0,0.0,0.0,1.0,0.2
63463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41183,0.0,1.0,0.2
105650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32368,1.0,0.9
48987,0.0,0.0,0.0,0.0,0.0,0.92437,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27566,0.0,1.0,0.6
18228,0.0,0.0,0.0,0.0,0.4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
116026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84737,1.0,0.5
99776,0.0,0.0,0.0,0.0,0.60359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111101,0.0,0.0,0.0,0.0,0.0,0.92851,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264,1.0,1.0
14096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77896,1.0,0.8
25344,0.0,0.78956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
19740,0.0,0.0,0.0,0.76763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60648,0.0,0.0,0.0,0.78429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63635,0.0,1.0,1.0
54019,0.0,0.0,0.0,0.0,0.0,0.92805,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78809,0.0,0.9
