,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,tv,refrigerator,y_test,y_pred
34397,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9032,0.0,0.0,0.0,0.0,0.0,0.0,0.90315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77356,0.0,0.0,1.0,0.2
47279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80164,0.0,0.0,1.0,0.2
79063,0.82846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30166666666666664
64073,0.0,0.80934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91805,0.0,0.0,0.0,0.0,0.0,0.0,0.89511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101380,0.0,0.79241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
72951,0.0,0.0,0.0,0.0,0.8077,0.0,0.0,0.0,0.73789,0.0,0.0,0.0,0.0,0.26448,0.0,1.0,0.4
100371,0.0,0.0,0.79547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22786,0.0,0.0,0.0,0.0,0.0,0.59948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72132,0.0,0.0,0.0,0.0,0.0,0.0,0.54688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89454,0.0,0.0,0.82614,0.0,0.0,0.0,1.0,0.9
104802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
112462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80316,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18008,0.0,0.0,0.0,0.0,0.0,0.0,0.89845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84346,0.0,0.0,0.86476,0.0,0.0,1.0,1.0
3602,0.0,0.0,0.0,0.0,0.0,0.88363,0.0,0.0,0.0,0.48978,0.0,0.69925,0.0,0.0,0.0,0.0,0.2
20207,0.0,0.0,0.0,0.0,0.0,0.50973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85466,0.0,0.92036,0.0,0.0,0.0,0.0,0.0,0.0
49602,0.0,0.0,0.0,0.0,0.0,0.0,0.25159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
103422,0.0,0.0,0.0,0.0,0.0,0.68283,0.0,0.0,0.89491,0.0,0.0,0.89491,0.0,0.0,0.0,0.0,0.2
85658,0.0,0.0,0.0,0.0,0.0,0.37449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48941,0.0,1.0,0.4
52352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
96315,0.0,0.77607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
49892,0.0,0.0,0.78007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89633,0.0,0.0,0.0,0.0,0.0,1.0,0.9
42374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
103563,0.0,0.0,0.0,0.0,0.0,0.46493,0.0,0.0,0.80946,0.0,0.94971,0.0,0.0,0.0,0.0,0.0,0.5
89643,0.76156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
109843,0.0,0.0,0.0,0.0,0.0,0.80758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88952,0.0,0.0,0.0,0.0,1.0
113550,0.0,0.0,0.0,0.0,0.0,0.85371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50976,0.0,0.0,0.0,0.0,0.0,1.0,0.4
94867,0.0,0.0,0.0,0.0,0.0,0.86007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81688,0.0,0.0,0.1
2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77926,0.0,0.91448,0.0,0.0,0.0,0.0,0.0,0.1
79815,0.0,0.0,0.0,0.0,0.0,0.0,0.89135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
114067,0.0,0.0,0.0,0.0,0.75086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
92242,0.0,0.0,0.0,0.0,0.0,0.57518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
51344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,1.0,0.6
118090,0.0,0.0,0.0,0.0,0.0,0.51451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48129,0.0,0.0,0.0,1.0,0.6
64820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92282,0.0,0.0,0.0,0.8
68029,0.80586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
26555,0.0,0.75926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
12875,0.0,0.8081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
20716,0.0,0.77493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68077,0.0,0.0,0.6
78107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
91709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86504,0.0,0.0,0.0,1.0,1.0
72097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65888,0.0,0.0,1.0,1.0
58105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803,0.84759,0.0,0.33285,0.0,0.0,0.0,0.0,0.6
87853,0.0,0.0,0.0,0.0,0.0,0.0,0.8492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
75618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5383,0.0,0.0,0.0,1.0,1.0
29445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82063,0.0,0.0,0.0,0.0,0.0,1.0,1.0
95100,0.0,0.0,0.0,0.0,0.0,0.0,0.8778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
70308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80377,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80439,0.28017,0.0,0.0,0.0,0.0,0.0,0.0,0.3
104008,0.0,0.0,0.0,0.85431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
38943,0.0,0.0,0.0,0.85869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
81110,0.75309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
20579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,1.0,0.8
24997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
88497,0.0,0.75161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
97761,0.0,0.0,0.0,0.0,0.0,0.71135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
83904,0.0,0.7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
87640,0.83545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0,0.0,1.0,0.9
41171,0.0,0.0,0.0,0.0,0.0,0.57861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53303,0.0,0.0,0.82259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53475,0.0,0.0,0.0,1.0,0.5
61298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
94679,0.0,0.0,0.0,0.0,0.0,0.65981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90998,0.0,0.0,0.0,1.0
106170,0.0,0.0,0.0,0.80826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
6764,0.77357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523,0.0,0.0,0.0,1.0,1.0
58475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
43824,0.0,0.0,0.0,0.0,0.0,0.7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34294,0.31834,0.0,0.0,1.0,0.5
33633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59081,0.0,0.0,1.0
12443,0.0,0.0,0.0,0.0,0.0,0.30541,0.0,0.0,0.0,0.0,0.61715,0.0,0.0,0.0,0.0,0.0,0.2
45376,0.0,0.0,0.0,0.0,0.0,0.90541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
97958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40672,0.0,0.62788,0.0,0.0,0.0,0.0,0.0,0.4
107660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86281,0.66088,0.84541,0.2911,0.0,0.0,0.0,0.0,0.2
88046,0.0,0.0,0.0,0.77716,0.0,0.0,0.88324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
69397,0.86799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82667,0.0,0.0,0.0,1.0,0.7
70647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79952,0.0,0.0,0.90143,0.0,0.0,0.0,1.0,0.9
64581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
43941,0.0,0.76336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
98608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50197,0.0,0.0,0.0,0.0,0.0,0.41058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69478,0.0,0.0,0.0,0.0,0.0,0.0,0.55267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
53035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92139,0.0,0.0,0.71611,0.0,0.0,0.0,1.0,0.1
63604,0.0,0.0,0.0,0.0,0.0,0.0,0.92265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98658,0.0,0.81318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
110968,0.0,0.0,0.0,0.0,0.86108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91481,0.0,0.0,0.1
25635,0.0,0.0,0.0,0.0,0.0,0.64983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78195,0.0,0.0,0.0
47413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28936,0.0,0.0,0.0,0.0,0.0,0.0,0.85742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89522,0.0,0.0,0.78091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10267,0.0,0.77817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
60736,0.0,0.79829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
19852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859,0.37609,0.0,0.0,0.0,0.0,0.0,1.0,0.8
36720,0.0,0.0,0.0,0.0,0.0,0.38708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32929,0.0,0.0,0.0,0.0,0.0,0.52228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92082,0.0,0.77502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
60487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
96107,0.0,0.0,0.0,0.0,0.0,0.0,0.78577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89312,0.0,0.0,0.0,0.0,0.0,0.32271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
7718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94557,0.0,0.0,0.0,1.0,0.2
27010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61072,0.0,0.0,0.34558,0.0,0.0,0.0,1.0,0.9
45446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90217,0.0,0.0,0.0,0.0,1.0
39506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
24180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84744,0.28501,0.0,0.0,0.0,0.28325,0.0,0.0,0.1
74004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291,0.0,0.77427,0.0,0.0,0.0,0.0,0.0,0.1
90597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96667,0.7607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
117906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
86809,0.0,0.0,0.0,0.0,0.0,0.68333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114682,0.0,0.0,0.0,0.0,0.0,0.36326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
91319,0.0,0.0,0.0,0.80338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43375,0.0,0.0,0.0,0.0,0.0,1.0,0.7
45768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
73602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62107,0.0,0.0,1.0,1.0
45463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60736,0.62448,0.0,0.36534,0.0,0.0,0.0,1.0,0.3
114165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91896,0.0,0.0,0.8
39229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56592,0.0,0.0,0.0,0.0,0.6
97304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48556,0.0,0.0,0.25446,0.59712,0.0,0.0,1.0,0.7
105574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76462,0.0,0.0,0.0,0.0,0.0,1.0,0.9
30150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50657,0.0,1.0,0.3
14951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
112394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87131,0.0,0.0,0.59777,0.0,0.0,1.0,0.9
89862,0.8694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75951,0.0,0.0,0.0
102594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27899,0.0,0.0,1.0,1.0
94493,0.0,0.0,0.0,0.0,0.0,0.5274,0.0,0.0,0.3651,0.76102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21428,0.0,0.0,0.0,0.0,0.0,0.66885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89378,0.0,0.0,0.0,1.0,1.0
42733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70068,0.88875,0.88336,0.0,0.0,0.0,0.0,1.0,0.2
32553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
105584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884,0.0,0.0,0.0,0.0,1.0
3818,0.0,0.0,0.83818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41164,0.0,0.0,0.0,0.89683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038,0.0,0.0,1.0,0.9
78032,0.0,0.0,0.0,0.0,0.0,0.40429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
59372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25636,0.0,0.0,0.36535,0.0,0.0,1.0,0.7
100713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
17599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93918,0.57573,0.0,0.0,0.0,0.0,0.0,0.2
40965,0.0,0.0,0.0,0.0,0.0,0.91741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74024,0.0,0.81711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333
6350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55451,0.56922,0.75084,0.0,0.0,0.0,0.1
80234,0.0,0.75016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
117561,0.0,0.0,0.0,0.0,0.0,0.44317,0.0,0.0,0.88235,0.0,0.92658,0.0,0.0,0.0,0.0,1.0,0.2
50661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
55920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
108236,0.0,0.0,0.0,0.0,0.0,0.0,0.89673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
34881,0.0,0.0,0.0,0.0,0.7711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.87978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36624,0.78525,0.0,0.0,0.0,0.0,0.0,0.0,0.3
83375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
87353,0.0,0.0,0.0,0.0,0.0,0.44018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
