,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,tv,y_test,y_pred
82093,0.0,0.0,0.0,0.0,0.0,0.0,0.89249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
72482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83716,0.0,1.0,1.0
18530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87397,1.0,0.1
91495,0.0,0.0,0.0,0.0,0.0,0.0,0.69261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43266,0.0,0.0,0.0,0.0,0.0,0.0,0.91458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
96653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90434,0.0,0.0,1.0,1.0
51490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
55757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
100209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66821,0.64947,0.0,0.0,0.0,0.0,0.0,1.0,0.9
89115,0.0,0.0,0.0,0.0,0.0,0.59763,0.0,0.31466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
223,0.0,0.0,0.0,0.0,0.0,0.0,0.84872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31387,0.0,0.0,0.0,0.0,0.0,0.0,0.91141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10860,0.0,0.0,0.0,0.75823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
111635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56682,0.42367,0.0,0.0,0.0,0.0,1.0,0.9
74186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89187,0.0,0.0,0.5786,0.0,0.0,1.0,0.8
83692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
69205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
25727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7394,0.0,0.0,1.0,0.7
2830,0.80033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
63443,0.0,0.0,0.0,0.0,0.0,0.72953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
33760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85051,0.0,0.25345,0.57722,0.0,0.0,0.7
110609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
76681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79236,0.0,0.0,0.0,0.0,0.0,1.0,0.1
73655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
108852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69729,0.0,0.0,0.0,0.0,1.0,0.4
52856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86213,0.0,0.0,0.83784,0.0,0.0,0.0,1.0
86986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885,0.0,0.0,1.0,0.2
115952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84444,0.0,0.0,0.0,0.0,1.0,0.4
109402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63911,0.0,0.0,0.5286,0.0,0.0,0.0,0.8
9085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85291,0.0,0.85834,0.0,0.0,0.0,0.0,0.2
48210,0.0,0.0,0.0,0.0,0.0,0.29199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
54493,0.0,0.79318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
88642,0.0,0.0,0.0,0.0,0.0,0.49948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
99741,0.0,0.0,0.0,0.82334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
96529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42396,0.0,0.0,0.0,0.0,0.0,1.0,0.5
37666,0.93707,0.0,0.0,0.0,0.0,0.67696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
22859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86273,0.0,0.0,0.0,0.0,0.0,0.0,0.1
82683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46472,0.60727,0.0,0.0,0.4
50508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83549,0.0,0.0,0.0,0.0,0.0,1.0,0.1
114879,0.0,0.0,0.0,0.0,0.0,0.25303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
114480,0.0,0.0,0.0,0.0,0.0,0.0,0.82565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45384,0.0,0.0,0.0,0.0,0.0,0.0,0.92226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38417,0.0,0.80089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
95285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72576,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112837,0.77906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40674,0.60765,0.0,1.0,0.9
35549,0.0,0.78525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
46839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54122,0.0,1.0,1.0
72964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27973,0.0,0.2
109750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77335,0.0,0.0,0.4
83979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91087,0.0,0.0,1.0,1.0
98517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74195,0.0,0.0,0.0,0.0,0.0,1.0,0.2
108105,0.0,0.0,0.75271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88748,0.0,0.2
94014,0.0,0.0,0.0,0.76254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87042,0.0,0.0,1.0
70396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67977,0.0,0.0,1.0,0.7
85434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
88159,0.0,0.0,0.0,0.0,0.0,0.58351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
3439,0.0,0.0,0.0,0.0,0.0,0.0,0.90596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30063,0.0,0.0,0.0,0.0,0.0,0.0,0.30489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70621,0.77816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
60876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55095,0.60851,0.0,0.55029,0.0,0.0,0.0,0.5
7292,0.0,0.0,0.0,0.0,0.0,0.0,0.87896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67388,0.0,0.0,0.0,0.0,0.0,0.0,0.85724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98855,0.0,0.0,0.79499,0.0,0.0,0.0,0.0,0.76383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
68988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
93817,0.0,0.0,0.0,0.0,0.0,0.2864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
104563,0.0,0.0,0.0,0.78062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
22144,0.0,0.0,0.0,0.79522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69925,0.2549,0.0,1.0,0.8
81816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51979,0.0,0.0,0.0,0.0,0.0,0.0,0.7
22954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33999999999999997
80619,0.0,0.0,0.8312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
68926,0.0,0.0,0.0,0.0,0.0,0.0,0.80502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
69525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27857,0.31125,0.0,1.0,0.7
19149,0.0,0.0,0.0,0.0,0.0,0.82856,0.0,0.0,0.0,0.0,0.79867,0.0,0.0,0.0,1.0,0.2
114447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89078,0.0,0.0,0.0,0.0,1.0,1.0
16906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912,0.0,1.0,1.0
85064,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
84468,0.0,0.0,0.0,0.80231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34185,0.0,1.0,1.0
46070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86139,0.0,1.0,1.0
53303,0.0,0.0,0.82259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88373,0.0,0.0
82977,0.0,0.0,0.0,0.0,0.0,0.0,0.94142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72242,0.0,1.0,0.45
91357,0.0,0.0,0.0,0.0,0.0,0.77427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26421,0.0,0.0,0.0,0.0,0.0,0.0,0.35835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68602,0.0,0.0,0.0,0.0,1.0,0.7
28027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63462,0.54717,0.0,0.0,0.0,1.0,1.0
13477,0.0,0.0,0.0,0.0,0.0,0.85961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31632,0.0,0.0,0.0,0.8314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14661,0.0,0.0,0.0,0.0,0.0,0.0,0.9396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89669,0.0,0.0,1.0,1.0
47682,0.0,0.0,0.0,0.0,0.0,0.0,0.82424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
78774,0.82328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261,0.0,0.0,0.55983,0.0,0.0,1.0,0.6
59649,0.0,0.85772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66862,0.0,1.0,0.9
36025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85267,0.91285,0.0,0.0,0.0,0.0,0.3
83400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38259,0.29877,0.0,0.0,0.0,0.0,1.0,0.5
97782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89061,0.0,0.0,0.0,0.0,1.0,0.8
96045,0.0,0.0,0.0,0.0,0.0,0.0,0.87054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26952,0.0,0.0,0.0,0.0,0.0,0.0,0.86695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
88990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88251,0.0,0.0
57734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86219,0.0,0.0,0.0,0.0,0.0,0.0,0.1
95338,0.0,0.79614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
32797,0.0,0.0,0.0,0.0,0.0,0.84133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87466,0.0,0.1
20044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38339,0.0,0.0,1.0,1.0
101947,0.0,0.0,0.0,0.0,0.0,0.0,0.67335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
111877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67961,0.0,0.8206,0.0,0.0,1.0,1.0
53974,0.0,0.0,0.0,0.0,0.0,0.75559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
17933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84099,1.0,0.0
37414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32485,0.0,0.0,1.0,1.0
84350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70993,0.0,1.0,0.575
89146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736,0.0,1.0,0.9
47318,0.0,0.0,0.0,0.0,0.0,0.44593,0.0,0.0,0.0,0.0,0.871,0.0,0.0,0.0,1.0,0.0
46545,0.0,0.0,0.0,0.0,0.0,0.0,0.9417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12855,0.0,0.0,0.0,0.0,0.0,0.0,0.82116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48109,0.29298,0.61394,0.0,0.0,1.0,0.5
88869,0.0,0.0,0.0,0.81619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22252,0.0,0.0,0.0,0.0,0.0,0.65149,0.0,0.0,0.65107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57019,0.0,0.0,0.0,0.0,1.0,0.0
94974,0.0,0.0,0.0,0.0,0.0,0.62104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
36495,0.0,0.0,0.0,0.86559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88713,0.0,0.0
90939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89299,0.0,0.0,0.0,0.0,0.0,0.0,0.6
106915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521,0.89038,0.70685,0.0,0.89038,0.0,0.0,0.0
76678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67349,0.0,0.0,0.0,0.0,0.1
26579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
56201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
108625,0.0,0.0,0.0,0.0,0.0,0.0,0.82986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43397,0.0,0.0,1.0,0.9
56497,0.86033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
99328,0.75871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
106062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32916,0.0,0.9
