,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,chair,couch,potted plant,bed,dining table,y_test,y_pred
99777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88411,0.0,0.0,0.0,0.0,0.6840879926083869
7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86614,0.0,1.0,0.8768112300539148
89509,0.0,0.0,0.0,0.0,0.0,0.73251,0.31095,0.36819,0.74115,0.0,0.0,0.0,0.1236700983179321
73026,0.0,0.0,0.0,0.78422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05697280735833057
9161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88945,0.0,0.0,0.9079,1.0,0.4
36876,0.0,0.0,0.0,0.0,0.0,0.71115,0.0,0.0,0.0,0.0,0.0,0.0,0.07035677188282523
55641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90833,1.0,0.8755993740199429
111617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85921,0.0,0.0,0.0,0.0,0.7537102163659519
51875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54137,1.0,0.8558066119054442
61900,0.0,0.0,0.0,0.80206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06590381913442708
60973,0.0,0.0,0.0,0.0,0.0,0.0,0.30784,0.0,0.0,0.0,0.0,0.0,0.549274359383163
31989,0.0,0.0,0.0,0.78374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05697280735833057
45900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76621,0.45548,0.0,0.0,0.0,0.8096620321275678
59019,0.84152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345235314944538
31466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60664,0.0,1.0,0.805626919820212
33551,0.0,0.0,0.0,0.0,0.0,0.0,0.76137,0.78658,0.0,0.0,0.0,0.0,0.6571860532933161
36298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67131,1.0,0.9196272693399401
94637,0.0,0.0,0.0,0.79747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058270901078627826
16003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74457,0.0,1.0,0.6500710904212657
73554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51364,0.0,0.0,0.0,1.0,0.5831766072441
42193,0.0,0.80625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5130105007635467
12577,0.81376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46344618089402756
60322,0.0,0.0,0.0,0.0,0.0,0.0,0.9043,0.0,0.61266,0.36938,0.0,0.0,0.02361751152073733
110982,0.0,0.0,0.0,0.0,0.0,0.43261,0.0,0.0,0.0,0.0,0.0,0.0,0.14119585256867123
54798,0.0,0.0,0.0,0.0,0.0,0.0,0.77322,0.0,0.42798,0.0,0.0,0.0,0.021164021164021163
92372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27777,1.0,0.90544760872032
76339,0.0,0.0,0.0,0.0,0.0,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.08920136986838131
25451,0.0,0.0,0.0,0.0,0.0,0.0,0.87674,0.0,0.56079,0.0,0.51187,0.0,0.2
90536,0.0,0.0,0.0,0.0,0.0,0.0,0.85624,0.0,0.83338,0.0,0.0,0.0,0.2
80157,0.0,0.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5519251864267373
25268,0.0,0.0,0.0,0.0,0.0,0.0,0.64699,0.0,0.90398,0.0,0.0,1.0,0.123928238583411
71028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77218,0.0,0.0,0.0,1.0,0.6903949938757716
75651,0.0,0.0,0.0,0.0,0.0,0.0,0.93058,0.0,0.0,0.0,0.0,0.0,1.0
35741,0.0,0.0,0.0,0.0,0.0,0.6895,0.26675,0.0,0.0,0.7703,0.0,1.0,0.9
71604,0.0,0.0,0.0,0.0,0.0,0.43757,0.0,0.0,0.0,0.0,0.0,1.0,0.1057714983251288
68018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63978,1.0,0.9235045007323619
56057,0.0,0.0,0.0,0.0,0.0,0.0,0.47964,0.0,0.0,0.0,0.0,1.0,0.5561225109854634
7220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71944,0.0,1.0,0.841438018018291
2983,0.0,0.0,0.0,0.0,0.0,0.54494,0.0,0.0,0.0,0.0,0.0,0.0,0.09869858678378263
29986,0.0,0.0,0.0,0.79257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07187764325519973
12719,0.0,0.0,0.0,0.0,0.0,0.0,0.84541,0.0,0.0,0.0,0.0,0.0,0.42280051117584805
52484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49874,1.0,0.882662737722911
27550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84221,1.0,0.9287840733049654
46263,0.0,0.0,0.0,0.88444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53884,1.0,0.8558066119054442
108681,0.0,0.0,0.0,0.0,0.0,0.6274,0.0,0.0,0.0,0.0,0.0,0.0,0.09288125588320088
95472,0.0,0.0,0.0,0.0,0.77493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03709372441490254
2228,0.0,0.0,0.0,0.0,0.0,0.70149,0.0,0.0,0.0,0.0,0.0,0.0,0.1157387908326232
28741,0.0,0.0,0.0,0.0,0.0,0.83187,0.0,0.308,0.0,0.0,0.0,1.0,0.10169655095309629
104034,0.0,0.0,0.76671,0.0,0.0,0.0,0.79542,0.0,0.0,0.0,0.0,1.0,0.2639022107145602
44837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94471,0.0,0.0,0.0,0.11013513513513513
22857,0.0,0.0,0.0,0.0,0.0,0.0,0.92217,0.0,0.0,0.31353,0.0,1.0,0.6666666666666667
58670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869,0.0,1.0,0.8870229896153174
102618,0.83973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48452353149445376
106788,0.0,0.0,0.0,0.0,0.0,0.0,0.89831,0.0,0.0,0.93455,0.0,1.0,1.0
48936,0.0,0.0,0.0,0.0,0.0,0.0,0.33471,0.0,0.0,0.0,0.0,1.0,0.5568176462739595
111559,0.0,0.0,0.0,0.0,0.76911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07786433373389896
6504,0.0,0.0,0.0,0.0,0.0,0.37241,0.0,0.0,0.0,0.0,0.0,0.0,0.06307181020506616
6788,0.0,0.0,0.0,0.0,0.0,0.35016,0.0,0.0,0.0,0.0,0.0,0.0,0.07023532049640278
83603,0.0,0.0,0.0,0.7645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12629615089639484
62230,0.0,0.79219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5519251864267373
12661,0.0,0.0,0.0,0.76573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05131244964740752
74398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88878,0.58589,0.0,0.88878,0.0,0.35175953079178884
39131,0.0,0.0,0.0,0.0,0.0,0.27446,0.0,0.0,0.0,0.0,0.0,0.0,0.09800732367093581
70897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35558,1.0,0.8468948822505042
112572,0.0,0.0,0.0,0.0,0.0,0.47587,0.0,0.0,0.0,0.0,0.0,0.0,0.08638446845993061
19100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91569,0.0,0.0,0.0,0.0,0.7015290065946309
108321,0.0,0.0,0.0,0.0,0.0,0.0,0.35027,0.0,0.0,0.0,0.0,0.0,0.5568176462739595
63295,0.0,0.0,0.0,0.89625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
25215,0.0,0.77457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641906986922496
73467,0.0,0.0,0.0,0.0,0.0,0.79781,0.0,0.0,0.0,0.0,0.0,1.0,0.0817006698785301
72266,0.83634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48452353149445376
35343,0.0,0.0,0.0,0.0,0.0,0.81475,0.0,0.0,0.88711,0.0,0.0,0.0,0.06326402502903658
23528,0.0,0.77878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5641906986922496
103437,0.0,0.83091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600115431995965
19142,0.0,0.0,0.0,0.0,0.80629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08677782951261948
36242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89409,0.0,1.0,0.8241047253829107
84747,0.0,0.76411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377906214826624
88071,0.0,0.0,0.0,0.0,0.0,0.80491,0.0,0.0,0.0,0.0,0.0,0.0,0.0817006698785301
17319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63706,1.0,0.9235045007323619
46884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37286,1.0,0.8796913786833642
27815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86967,1.0,0.8152966818145885
104335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87263,0.0,0.0,0.8634232519118383
2544,0.87281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532940359569458
19948,0.0,0.0,0.0,0.0,0.0,0.0,0.81803,0.74195,0.41646,0.0,0.0,0.0,0.33752032520325204
58936,0.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44871581529295856
94370,0.0,0.0,0.0,0.80623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06746631913442708
53628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92236,0.0,0.20737431884635832
100375,0.0,0.0,0.0,0.0,0.0,0.0,0.86782,0.0,0.0,0.0,0.0,1.0,0.37072843910377606
57513,0.0,0.0,0.0,0.0,0.0,0.0,0.28361,0.0,0.0,0.0,0.0,1.0,0.549274359383163
91855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85417,1.0,0.8777495704592196
86524,0.0,0.0,0.0,0.0,0.0,0.76776,0.0,0.0,0.0,0.0,0.0,0.0,0.06932114199900222
53755,0.0,0.0,0.0,0.7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598290404086307
99077,0.0,0.0,0.0,0.0,0.0,0.0,0.67973,0.0,0.0,0.0,0.0,1.0,0.5400626666994225
85796,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.78974,0.0,1.0,0.866777135046718
40885,0.0,0.0,0.0,0.0,0.0,0.0,0.8263,0.0,0.0,0.0,0.0,1.0,0.35254257466791156
84354,0.0,0.0,0.0,0.0,0.0,0.37008,0.0,0.0,0.0,0.0,0.0,0.0,0.06307181020506616
85964,0.0,0.0,0.0,0.0,0.0,0.0,0.9078,0.53954,0.89895,0.0,0.0,0.0,0.0
97891,0.79037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45167931727389005
47571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38801,0.0,0.0,0.0,0.0,0.5586136106919561
91061,0.0,0.0,0.0,0.0,0.0,0.86271,0.0,0.0,0.0,0.0,0.0,0.0,0.09756664831077827
28229,0.0,0.0,0.0,0.0,0.75494,0.0,0.0,0.0,0.0,0.0,0.85693,0.0,0.7885896788603037
83619,0.0,0.0,0.0,0.0,0.0,0.0,0.8258,0.0,0.0,0.91556,0.0,1.0,1.0
39740,0.0,0.8293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600115431995965
4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87205,1.0,0.803868110386017
38339,0.0,0.0,0.0,0.0,0.0,0.55533,0.0,0.0,0.0,0.0,0.0,0.0,0.11328192011711595
88038,0.8394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48452353149445376
27997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63772,1.0,0.9235045007323619
97109,0.0,0.0,0.0,0.77909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18021978869118213
62566,0.0,0.0,0.0,0.0,0.0,0.0,0.43762,0.67634,0.0,0.0,0.0,1.0,0.6746666155009453
95473,0.0,0.0,0.0,0.76985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398290404086307
29644,0.0,0.0,0.0,0.0,0.0,0.27369,0.0,0.0,0.0,0.0,0.0,1.0,0.09800732367093581
20458,0.0,0.0,0.0,0.0,0.0,0.86166,0.0,0.0,0.0,0.0,0.0,0.0,0.09756664831077827
62742,0.0,0.0,0.78714,0.0,0.0,0.0,0.0,0.0,0.0,0.51936,0.0,1.0,0.31254760240758966
21745,0.0,0.0,0.0,0.0,0.0,0.74252,0.90369,0.0,0.0,0.0,0.0,0.0,0.3
68179,0.0,0.0,0.0,0.0,0.0,0.0,0.88534,0.0,0.0,0.48747,0.0,1.0,0.7967522743236236
5155,0.0,0.0,0.0,0.0,0.0,0.65174,0.0,0.0,0.0,0.0,0.0,0.0,0.09748420508011583
