,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,snowboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
56780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74677,0.0,0.0,0.0,0.0,0.6
87701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87017,0.0,1.0
48292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8006,0.0,0.0,0.84426,0.0,0.8
96939,0.0,0.0,0.0,0.0,0.0,0.0,0.37197,0.0,0.65106,0.0,0.0,0.0,0.0
2921,0.0,0.0,0.0,0.0,0.0,0.87079,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27567,0.84382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58013,0.0,1.0,0.6
31434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3861,0.0,1.0
74845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83208,0.0,0.0,0.0,1.0,0.9
63296,0.0,0.0,0.0,0.82318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112054,0.0,0.0,0.0,0.77946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117907,0.0,0.0,0.0,0.77717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98017,0.0,0.0,0.0,0.0,0.0,0.0,0.79788,0.38481,0.0,0.0,0.0,1.0,0.8
40592,0.0,0.0,0.0,0.0,0.0,0.92578,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36281,0.0,0.0,0.0,0.0,0.0,0.93095,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85820,0.0,0.79122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
92356,0.0,0.0,0.0,0.77037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87076,0.0,0.0,0.0,0.0,0.0,0.0,0.8924,0.0,0.0,0.49939,0.0,0.0,1.0
116364,0.0,0.79992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
72410,0.0,0.0,0.0,0.78251,0.0,0.0,0.0,0.0,0.0,0.93048,0.0,0.0,0.2
115625,0.0,0.0,0.7903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57645,0.0,0.9
25213,0.0,0.0,0.0,0.77986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
94409,0.0,0.0,0.0,0.0,0.0,0.91786,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79834,1.0,1.0
114175,0.0,0.77809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
17806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90384,0.0,1.0,1.0
10871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72994,0.0,0.78137,0.0,1.0,0.8
12555,0.0,0.0,0.0,0.0,0.0,0.0,0.76621,0.0,0.0,0.0,0.0,0.0,0.4
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47785,1.0,1.0
85943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84119,0.0,0.0,1.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50737,1.0,1.0
53955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90648,0.90486,0.0,0.54112,0.0,0.1
116920,0.0,0.0,0.0,0.0,0.79759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45182,1.0,1.0
79315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42477,0.49724,0.0,0.6
58646,0.0,0.0,0.0,0.0,0.0,0.0,0.52033,0.0,0.0,0.0,0.0,1.0,0.4
44755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85586,0.0,0.0,0.0,1.0,1.0
12033,0.0,0.0,0.0,0.0,0.0,0.0,0.41216,0.0,0.0,0.25069,0.0,1.0,1.0
53217,0.0,0.0,0.0,0.0,0.0,0.0,0.86351,0.0,0.0,0.0,0.0,1.0,0.0
65486,0.0,0.0,0.0,0.0,0.0,0.0,0.67129,0.8779,0.0,0.0,0.0,0.0,0.7
45383,0.0,0.79339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71305,0.0,1.0,1.0
45417,0.0,0.0,0.0,0.0,0.0,0.0,0.84815,0.0,0.0,0.0,0.0,0.0,0.0
48474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27073,0.0,1.0
27589,0.0,0.0,0.0,0.76192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
18128,0.76886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
23540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85642,0.0,1.0,1.0
94332,0.0,0.76416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99035,0.0,0.0,0.8496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
115845,0.0,0.0,0.0,0.76227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
56940,0.0,0.0,0.0,0.81643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
14378,0.0,0.0,0.0,0.0,0.0,0.0,0.33024,0.0,0.80401,0.26301,0.0,1.0,0.4
18796,0.0,0.0,0.0,0.0,0.0,0.0,0.85733,0.0,0.0,0.0,0.0,0.0,0.0
68177,0.0,0.0,0.0,0.80933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56335,1.0,1.0
83249,0.0,0.77946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595
44837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94471,0.0,0.0,0.0,0.1
104304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90018,1.0,1.0
65741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82792,0.56049,0.0,0.3569,1.0,0.7
4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83216,0.85424,0.0,0.0,0.0,0.1
44031,0.0,0.0,0.0,0.0,0.0,0.0,0.89794,0.0,0.0,0.0,0.0,0.0,0.3
68149,0.0,0.0,0.0,0.0,0.0,0.0,0.34027,0.77327,0.81853,0.0,0.0,0.0,0.2
25203,0.0,0.0,0.0,0.79812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22752,0.0,0.0,0.0,0.77634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82572,0.0,0.0,0.7
52749,0.0,0.0,0.0,0.0,0.0,0.89863,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56688,0.0,0.0,0.0,0.0,0.0,0.0,0.47208,0.81151,0.60267,0.0,0.45052,0.0,0.5
63830,0.0,0.75338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
23722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85466,0.0,0.0,0.0,1.0,0.9
5919,0.8136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
30969,0.0,0.0,0.0,0.83217,0.0,0.76313,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38701,0.0,0.0,0.77895,0.0,0.0,0.0,0.74193,0.26981,0.0,0.0,0.0,0.0,0.3
10485,0.0,0.0,0.0,0.0,0.0,0.91742,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115969,0.0,0.0,0.0,0.0,0.0,0.0,0.25352,0.0,0.0,0.0,0.0,1.0,0.9
39253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25749,0.0,0.0,0.9
28378,0.0,0.0,0.0,0.0,0.0,0.72259,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38066,0.0,0.0,0.0,0.0,0.0,0.0,0.46384,0.5887,0.89955,0.0,0.93306,0.0,0.4
33071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85425,1.0,1.0
51121,0.0,0.0,0.0,0.0,0.0,0.0,0.91678,0.0,0.0,0.0,0.0,1.0,0.0
68398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27572,0.0,1.0,0.7
99075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91186,0.0,1.0,1.0
10090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70697,0.0,0.0,0.0,1.0,0.9
21685,0.0,0.0,0.0,0.0,0.0,0.90405,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106293,0.80076,0.0,0.0,0.78251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
96889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33393,0.0,0.64453,0.0,1.0,0.3
53826,0.0,0.0,0.0,0.0,0.0,0.69201,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28348,1.0,0.8
5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92119,0.0,0.0
94011,0.0,0.0,0.0,0.84968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
82965,0.0,0.0,0.0,0.0,0.0,0.77419,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22575,0.0,0.78821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
10625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26442,0.0,0.0,0.4
108848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83824,0.0,0.0,0.0,1.0,0.4
71283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86261,0.0,0.0,0.71363,1.0,0.6
87015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7485,0.77196,0.0,0.90732,0.0,0.4
64846,0.0,0.0,0.0,0.0,0.0,0.0,0.77243,0.0,0.0,0.0,0.0,0.0,0.0
53777,0.0,0.0,0.0,0.79632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
64953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33346,0.0,1.0
108856,0.0,0.0,0.0,0.0,0.0,0.9124,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85796,0.0,0.0,0.0,0.0,0.0,0.0,0.3056,0.0,0.0,0.78974,0.0,1.0,1.0
64504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49616,1.0,1.0
47827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67108,0.0,1.0,1.0
59905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5305,1.0,0.4
107623,0.78026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80899,1.0,1.0
22791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79919,0.0,0.0,0.0,0.0,0.8
72989,0.0,0.0,0.0,0.0,0.0,0.0,0.8405,0.0,0.0,0.0,0.0,1.0,0.4
110337,0.75013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
105902,0.0,0.0,0.0,0.0,0.0,0.0,0.4649,0.0,0.0,0.47873,0.0,0.0,1.0
111729,0.0,0.76753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29900,0.0,0.0,0.0,0.0,0.0,0.0,0.87565,0.0,0.0,0.0,0.0,0.0,0.9
63799,0.0,0.0,0.0,0.0,0.0,0.83164,0.0,0.0,0.0,0.0,0.72207,1.0,0.8
88266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65841,0.0,1.0,0.7
46030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64781,1.0,1.0
20127,0.0,0.0,0.0,0.0,0.0,0.8567,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29981,0.0,0.0,0.0,0.0,0.0,0.0,0.87254,0.0,0.0,0.61332,0.0,1.0,0.8
75970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80546,0.0,1.0,1.0
72243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55308,0.0,0.0,0.2
78624,0.0,0.0,0.0,0.0,0.0,0.0,0.66639,0.0,0.0,0.0,0.0,0.0,0.0
53322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36133,0.0,0.9
94340,0.0,0.0,0.0,0.0,0.0,0.80631,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90882,0.0,0.78565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
43941,0.0,0.76336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82913,0.0,0.0,0.0,1.0,0.0
114898,0.0,0.0,0.0,0.0,0.0,0.73393,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41975,0.8379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
77823,0.0,0.0,0.0,0.0,0.0,0.9138,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89932,1.0,1.0
70345,0.0,0.0,0.0,0.0,0.0,0.76763,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15775,0.0,0.0,0.77287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
82731,0.0,0.0,0.0,0.0,0.0,0.0,0.84211,0.0,0.0,0.9394,0.0,1.0,1.0
107788,0.0,0.0,0.0,0.0,0.0,0.87433,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76964,0.0,1.0
10628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84199,1.0,1.0
13515,0.0,0.0,0.0,0.0,0.0,0.0,0.87325,0.0,0.65241,0.0,0.0,0.0,0.0
116360,0.0,0.0,0.0,0.0,0.0,0.83949,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21116,0.0,0.0,0.0,0.0,0.0,0.83835,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86684,0.89647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
29212,0.0,0.0,0.0,0.0,0.0,0.80062,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73665,0.0,0.0,0.0,0.0,0.0,0.0,0.84009,0.0,0.0,0.0,0.0,1.0,0.6
8719,0.77705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31254,0.0,0.82271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83322,0.92478,0.27143,0.0,0.0,0.2
50846,0.0,0.0,0.0,0.84951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
65579,0.0,0.0,0.0,0.0,0.0,0.92362,0.0,0.0,0.0,0.0,0.0,1.0,1.0
116726,0.0,0.77862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
76008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90358,0.0,1.0,0.9
23193,0.0,0.0,0.0,0.81842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
40780,0.0,0.0,0.0,0.0,0.0,0.0,0.84607,0.0,0.0,0.0,0.0,0.0,0.3
86110,0.0,0.0,0.0,0.0,0.0,0.0,0.81259,0.0,0.0,0.0,0.0,0.0,0.0
58031,0.0,0.0,0.0,0.0,0.0,0.0,0.89191,0.0,0.0,0.0,0.0,0.0,0.5
51257,0.0,0.0,0.0,0.0,0.0,0.0,0.76639,0.0,0.0,0.0,0.0,0.0,0.4
99423,0.0,0.0,0.0,0.0,0.0,0.0,0.28839,0.0,0.0,0.0,0.0,0.0,0.1
51693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50253,1.0,0.9
111760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90626,0.0,0.0,0.0,0.0,1.0
18679,0.0,0.86641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
32425,0.0,0.0,0.0,0.0,0.0,0.87239,0.0,0.0,0.0,0.0,0.0,1.0,1.0
66174,0.0,0.0,0.0,0.0,0.0,0.0,0.91145,0.0,0.0,0.0,0.0,0.0,0.4
41856,0.75361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
78712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38023,1.0,0.4
82838,0.0,0.83583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
30655,0.0,0.77348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
55930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65772,0.88294,0.0,0.0,1.0,0.2
67657,0.0,0.0,0.0,0.0,0.0,0.54704,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101999,0.0,0.0,0.0,0.0,0.0,0.93828,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99022,0.0,0.0,0.0,0.0,0.0,0.0,0.59295,0.0,0.66616,0.40301,0.41224,0.0,0.5
67438,0.0,0.0,0.0,0.0,0.0,0.0,0.75774,0.0,0.0,0.0,0.0,0.0,1.0
64297,0.0,0.0,0.0,0.76272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31283,1.0,1.0
73041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85568,0.0,0.0,0.0,0.0
